graph_cluster_id,size,suspicion_score,recommended_action,reasons,signup_spread_days,avg_txn_velocity_7d
CLUSTER-2384,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2385,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2386,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2387,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2388,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2389,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2390,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2391,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2392,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2393,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2394,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2395,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2396,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2397,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2398,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2399,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2400,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2401,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2402,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2403,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2404,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2405,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2406,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2407,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2408,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2409,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2410,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2411,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2412,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2413,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2414,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2415,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2416,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2417,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2418,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2419,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2420,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2421,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2422,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2423,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2424,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2425,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2426,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2427,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2428,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2429,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2430,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2431,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2432,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2433,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2434,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2435,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2436,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2437,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2438,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2439,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2440,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2441,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2442,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2443,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2444,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2445,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2446,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2447,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2448,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2449,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2450,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2451,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2452,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2453,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2454,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2455,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2456,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2457,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2458,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2459,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2460,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2461,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2462,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2463,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2464,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2465,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2466,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2467,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2468,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2469,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2470,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2471,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2472,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2473,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2474,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2475,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2476,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2477,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2478,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2479,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2480,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2481,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2482,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2483,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2484,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2485,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2486,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2487,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2488,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2489,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2490,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2491,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2492,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2493,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2494,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2495,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2496,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2497,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2498,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2499,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2500,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2501,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2502,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2503,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2504,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2505,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2506,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2507,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2508,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2509,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2510,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2511,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2512,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2513,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2514,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2515,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2516,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2517,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2518,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2519,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2520,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2521,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2522,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2523,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2524,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2525,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2526,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2527,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2528,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2529,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2530,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2531,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2532,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2533,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2534,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2535,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2536,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2537,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2538,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2539,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2540,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2541,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2542,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2543,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2544,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2545,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2546,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2547,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2548,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2549,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2550,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2551,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2552,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2553,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2554,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2555,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2556,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2557,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2558,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2559,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2560,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2561,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2562,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2563,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2564,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2565,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2566,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2567,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2568,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2569,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2570,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2571,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2572,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2573,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2574,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2575,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2576,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2577,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2578,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2579,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2580,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2581,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2582,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2583,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2584,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2585,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2586,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2587,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2588,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2589,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2590,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2591,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2592,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2593,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2594,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2595,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2596,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2597,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2598,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2599,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2600,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2601,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2602,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2603,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2604,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2605,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2606,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2607,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2608,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2609,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2610,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2611,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2612,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2613,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2614,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2615,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2616,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2617,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2618,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2619,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2620,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2621,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2622,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2623,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2624,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2625,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2626,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2627,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2628,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2629,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2630,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2631,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2632,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2633,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2634,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2635,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2636,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2637,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2638,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2639,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2640,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2641,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2642,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2643,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2644,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2645,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2646,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2647,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2648,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2649,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2650,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2651,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2652,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2653,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2654,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2655,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2656,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2657,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2658,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2659,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2660,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2661,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2662,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2663,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2664,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2665,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2666,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2667,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2668,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2669,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2670,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2671,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2672,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2673,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2674,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2675,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2676,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2677,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2678,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2679,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2680,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2681,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2682,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2683,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2684,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2685,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2686,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2687,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2688,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2689,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2690,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2691,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2692,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2693,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2694,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2695,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2696,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2697,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2698,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2699,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2700,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2701,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2702,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2703,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2704,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2705,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2706,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2707,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2708,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2709,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2710,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2711,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2712,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2713,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2714,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2715,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2716,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2717,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2718,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2719,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2720,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2721,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2722,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2723,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2724,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2725,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2726,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2727,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2728,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2729,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2730,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
CLUSTER-2731,1,0.0,accept,['Single account — no shared-infrastructure cluster'],,
